-7,35,8.76635754499154
-7,35.0625,8.7511825459723
-7,35.125,8.73548722141381
-7,35.1875,8.71897906648388
-7,35.25,8.70118465357855
-7,35.3125,8.68099062041198
-7,35.375,8.66022688928544
-7,35.4375,8.63883135530956
-7,35.5,8.61811551431619
-7,35.5625,8.59783126719822
-7,35.625,8.58021693231613
-7,35.6875,8.56552252671056
-7,35.75,8.55437411135027
-7,35.8125,8.54574772792145
-7,35.875,8.54256698611167
-7,35.9375,8.54536219344034
-7,36,8.55519900666191
-6.9375,35,8.7688597175617
-6.9375,35.0625,8.75317033900747
-6.9375,35.125,8.73590260652778
-6.9375,35.1875,8.71731526573909
-6.9375,35.25,8.6966390300291
-6.9375,35.3125,8.6733032583767
-6.9375,35.375,8.64948820800542
-6.9375,35.4375,8.62518537846287
-6.9375,35.5,8.60097694804792
-6.9375,35.5625,8.57731162966525
-6.9375,35.625,8.55638166739451
-6.9375,35.6875,8.53888735283686
-6.9375,35.75,8.52468427908768
-6.9375,35.8125,8.51382739134717
-6.9375,35.875,8.50959977667877
-6.9375,35.9375,8.51302927916939
-6.9375,36,8.5231212379171
-6.875,35,8.77167452574737
-6.875,35.0625,8.75496860969312
-6.875,35.125,8.73640326479024
-6.875,35.1875,8.71587789709654
-6.875,35.25,8.69234080779255
-6.875,35.3125,8.66562499630497
-6.875,35.375,8.63780964284458
-6.875,35.4375,8.60958874901916
-6.875,35.5,8.58146448759621
-6.875,35.5625,8.55328652698889
-6.875,35.625,8.52850100259341
-6.875,35.6875,8.50609867690401
-6.875,35.75,8.48776918754049
-6.875,35.8125,8.47475191838898
-6.875,35.875,8.46951511769657
-6.875,35.9375,8.47369323859066
-6.875,36,8.48597873877319
-6.8125,35,8.7740251116601
-6.8125,35.0625,8.75659042964978
-6.8125,35.125,8.73765071981535
-6.8125,35.1875,8.71444696555138
-6.8125,35.25,8.68783066822979
-6.8125,35.3125,8.65766983104318
-6.8125,35.375,8.62613708225949
-6.8125,35.4375,8.59365016712473
-6.8125,35.5,8.56072448776438
-6.8125,35.5625,8.5272248721848
-6.8125,35.625,8.49620764879938
-6.8125,35.6875,8.46767934500073
-6.8125,35.75,8.44437798002317
-6.8125,35.8125,8.42801486982007
-6.8125,35.875,8.42175820268586
-6.8125,35.9375,8.42704058323054
-6.8125,36,8.44204241900215
-6.75,35,8.77571218302226
-6.75,35.0625,8.75719994498274
-6.75,35.125,8.73721699498005
-6.75,35.1875,8.71136350442196
-6.75,35.25,8.68159282929264
-6.75,35.3125,8.64875205557852
-6.75,35.375,8.61369849390126
-6.75,35.4375,8.57676242953419
-6.75,35.5,8.53848171381146
-6.75,35.5625,8.49866242584401
-6.75,35.625,8.46061543570724
-6.75,35.6875,8.4229864567954
-6.75,35.75,8.3926046052229
-6.75,35.8125,8.37258918184994
-6.75,35.875,8.36482117483434
-6.75,35.9375,8.37107150825007
-6.75,36,8.39029403122226
-6.6875,35,8.76810827508983
-6.6875,35.0625,8.74804101834108
-6.6875,35.125,8.72844990612719
-6.6875,35.1875,8.699775395797
-6.6875,35.25,8.66941799724705
-6.6875,35.3125,8.63460247592919
-6.6875,35.375,8.59667048619576
-6.6875,35.4375,8.55623834180223
-6.6875,35.5,8.51273947822623
-6.6875,35.5625,8.46562287521758
-6.6875,35.625,8.41786924894125
-6.6875,35.6875,8.36918136187503
-6.6875,35.75,8.33065587685342
-6.6875,35.8125,8.30460551468775
-6.6875,35.875,8.29515956947996
-6.6875,35.9375,8.30271193365597
-6.6875,36,8.32778797931056
-6.625,35,8.76937358412128
-6.625,35.0625,8.74273983042652
-6.625,35.125,8.71570098195048
-6.625,35.1875,8.68924766180055
-6.625,35.25,8.6582160478353
-6.625,35.3125,8.62121677341044
-6.625,35.375,8.57900620789323
-6.625,35.4375,8.53443042886048
-6.625,35.5,8.48412328493909
-6.625,35.5625,8.4249317121743
-6.625,35.625,8.36519676654984
-6.625,35.6875,8.30262534274309
-6.625,35.75,8.25344630563167
-6.625,35.8125,8.22241532624637
-6.625,35.875,8.21101687053443
-6.625,35.9375,8.21981805000891
-6.625,36,8.25235326895965
-6.5625,35,8.77569100636017
-6.5625,35.0625,8.74722307879918
-6.5625,35.125,8.71589255734522
-6.5625,35.1875,8.68250345813937
-6.5625,35.25,8.64912030316045
-6.5625,35.3125,8.6093442847589
-6.5625,35.375,8.56182526842112
-6.5625,35.4375,8.5097065444631
-6.5625,35.5,8.45078595315911
-6.5625,35.5625,8.37508068934787
-6.5625,35.625,8.29529060939236
-6.5625,35.6875,8.21788096315222
-6.5625,35.75,8.15900597699576
-6.5625,35.8125,8.12247711026026
-6.5625,35.875,8.10854069524551
-6.5625,35.9375,8.11868704086969
-6.5625,36,8.15738331828186
-6.5,35,8.78259469778436
-6.5,35.0625,8.75518429038402
-6.5,35.125,8.72088355300699
-6.5,35.1875,8.68273328944509
-6.5,35.25,8.64274329017363
-6.5,35.3125,8.59677072432504
-6.5,35.375,8.54174861610741
-6.5,35.4375,8.48214141391841
-6.5,35.5,8.41119056911495
-6.5,35.5625,8.31599791877087
-6.5,35.625,8.21180492813641
-6.5,35.6875,8.11420851544839
-6.5,35.75,8.04175868778288
-6.5,35.8125,7.99856458836588
-6.5,35.875,7.97986394382031
-6.5,35.9375,7.99089741983473
-6.5,36,8.0351151720146
-6.4375,35,8.78232049363008
-6.4375,35.0625,8.75854477632088
-6.4375,35.125,8.72135801602768
-6.4375,35.1875,8.68145604473511
-6.4375,35.25,8.63478027854259
-6.4375,35.3125,8.58058293961463
-6.4375,35.375,8.51668940391289
