35,-7,10.05893,77.13739,0.08356149
35.0625,-7,10.05345,77.22227,0.08356149
35.125,-7,10.04733,77.2996,0.08356149
35.1875,-7,10.04048,77.36765,0.08356149
35.25,-7,10.03298,77.43161,0.08356149
35.3125,-7,10.0247,77.4931,0.08356149
35.375,-7,10.01593,77.5451,0.08356149
35.4375,-7,10.00677,77.58994,0.08356149
35.5,-7,9.998147,77.62671,0.08356149
35.5625,-7,9.990252,77.65835,0.08356149
35.625,-7,9.983625,77.67628,0.08356149
35.6875,-7,9.978574,77.68393,0.08356149
35.75,-7,9.975206,77.6816,0.08356149
35.8125,-7,9.973839,77.67546,0.08356149
35.875,-7,9.974937,77.6591,0.08356149
35.9375,-7,9.979101,77.63854,0.08356149
36,-7,9.986831,77.61907,0.08356149
35,-6.9375,10.06232,77.17942,0.08356149
35.0625,-6.9375,10.05618,77.2627,0.08356149
35.125,-6.9375,10.04917,77.33901,0.08356149
35.1875,-6.9375,10.04131,77.40802,0.08356149
35.25,-6.9375,10.03242,77.47466,0.08356149
35.3125,-6.9375,10.02267,77.5395,0.08356149
35.375,-6.9375,10.01202,77.59006,0.08356149
35.4375,-6.9375,10.00117,77.63309,0.08356149
35.5,-6.9375,9.990721,77.66834,0.08356149
35.5625,-6.9375,9.980938,77.69365,0.08356149
35.625,-6.9375,9.972491,77.70316,0.08356149
35.6875,-6.9375,9.965704,77.69712,0.08356149
35.75,-6.9375,9.960493,77.67981,0.08356149
35.8125,-6.9375,9.957962,77.66305,0.08356149
35.875,-6.9375,9.958805,77.63712,0.08356149
35.9375,-6.9375,9.963406,77.60347,0.08356149
36,-6.9375,9.97158,77.57341,0.08356149
35,-6.875,10.06586,77.22392,0.08356149
35.0625,-6.875,10.05879,77.3047,0.08356149
35.125,-6.875,10.05081,77.37885,0.08356149
35.1875,-6.875,10.04186,77.4502,0.08356149
35.25,-6.875,10.03158,77.52049,0.08356149
35.3125,-6.875,10.01997,77.58752,0.08356149
35.375,-6.875,10.00737,77.64262,0.08356149
35.4375,-6.875,9.994435,77.6857,0.08356149
35.5,-6.875,9.981821,77.7179,0.08356149
35.5625,-6.875,9.969758,77.74115,0.08356149
35.625,-6.875,9.959142,77.7422,0.08356149
35.6875,-6.875,9.949413,77.72131,0.08356149
35.75,-6.875,9.941815,77.68503,0.08356149
35.8125,-6.875,9.938029,77.65236,0.08356149
35.875,-6.875,9.938536,77.61503,0.08356149
35.9375,-6.875,9.943716,77.5674,0.08356149
36,-6.875,9.953265,77.52251,0.08356149
35,-6.8125,10.06943,77.27385,0.08356149
35.0625,-6.8125,10.06139,77.34851,0.08356149
