35,-7,35.6728,80.02352,0.08333334
35.0625,-7,35.65862,80.11458,0.08333334
35.125,-7,35.63965,80.20021,0.08333334
35.1875,-7,35.61651,80.27931,0.08333334
35.25,-7,35.59135,80.35368,0.08333334
35.3125,-7,35.56425,80.42343,0.08333334
35.375,-7,35.53402,80.48544,0.08333334
35.4375,-7,35.50137,80.54067,0.08333334
35.5,-7,35.47161,80.58614,0.08333334
35.5625,-7,35.44626,80.62246,0.08333334
35.625,-7,35.42357,80.64621,0.08333334
35.6875,-7,35.40595,80.65913,0.08333334
35.75,-7,35.39464,80.66193,0.08333334
35.8125,-7,35.39337,80.66003,0.08333334
35.875,-7,35.3979,80.6506,0.08333334
35.9375,-7,35.41164,80.63806,0.08333334
36,-7,35.43754,80.6268,0.08333334
35,-6.9375,35.67484,80.06324,0.08333334
35.0625,-6.9375,35.65812,80.15508,0.08333334
35.125,-6.9375,35.63656,80.24014,0.08333334
35.1875,-6.9375,35.61116,80.31905,0.08333334
35.25,-6.9375,35.58229,80.39495,0.08333334
35.3125,-6.9375,35.55147,80.46628,0.08333334
35.375,-6.9375,35.51395,80.52821,0.08333334
35.4375,-6.9375,35.47457,80.58281,0.08333334
35.5,-6.9375,35.43864,80.6266,0.08333334
35.5625,-6.9375,35.4064,80.65801,0.08333334
35.625,-6.9375,35.37662,80.67516,0.08333334
35.6875,-6.9375,35.35161,80.67779,0.08333334
35.75,-6.9375,35.33323,80.66881,0.08333334
35.8125,-6.9375,35.32865,80.65528,0.08333334
35.875,-6.9375,35.33331,80.63432,0.08333334
35.9375,-6.9375,35.3483,80.60894,0.08333334
36,-6.9375,35.3765,80.58553,0.08333334
35,-6.875,35.6775,80.10538,0.08333334
35.0625,-6.875,35.65765,80.1965,0.08333334
35.125,-6.875,35.6327,80.28136,0.08333334
35.1875,-6.875,35.6037,80.36263,0.08333334
35.25,-6.875,35.57073,80.44122,0.08333334
35.3125,-6.875,35.53411,80.51472,0.08333334
35.375,-6.875,35.49092,80.57915,0.08333334
35.4375,-6.875,35.44444,80.63366,0.08333334
35.5,-6.875,35.40064,80.67506,0.08333334
35.5625,-6.875,35.36099,80.70393,0.08333334
35.625,-6.875,35.32266,80.71507,0.08333334
35.6875,-6.875,35.28658,80.70646,0.08333334
35.75,-6.875,35.25946,80.68158,0.08333334
35.8125,-6.875,35.25011,80.65327,0.08333334
35.875,-6.875,35.2538,80.61919,0.08333334
35.9375,-6.875,35.27099,80.57835,0.08333334
36,-6.875,35.30433,80.53968,0.08333334
35,-6.8125,35.68271,80.14956,0.08333334
35.0625,-6.8125,35.65853,80.23903,0.08333334
35.125,-6.8125,35.62922,80.32438,0.08333334
35.1875,-6.8125,35.59509,80.41084,0.08333334
35.25,-6.8125,35.55497,80.49382,0.08333334
35.3125,-6.8125,35.51189,80.57052,0.08333334
35.375,-6.8125,35.46196,80.63722,0.08333334
35.4375,-6.8125,35.40792,80.69183,0.08333334
35.5,-6.8125,35.35519,80.731,0.08333334
35.5625,-6.8125,35.30655,80.75745,0.08333334
35.625,-6.8125,35.25739,80.7652,0.08333334
35.6875,-6.8125,35.20965,80.74443,0.08333334
35.75,-6.8125,35.17184,80.70368,0.08333334
35.8125,-6.8125,35.15564,80.65765,0.08333334
35.875,-6.8125,35.15765,80.60486,0.08333334
35.9375,-6.8125,35.17741,80.54651,0.08333334
36,-6.8125,35.21634,80.49116,0.08333334
35,-6.75,35.68826,80.19664,0.08333334
35.0625,-6.75,35.66141,80.28391,0.08333334
35.125,-6.75,35.63169,80.37289,0.08333334
35.1875,-6.75,35.59119,80.46767,0.08333334
35.25,-6.75,35.54087,80.55508,0.08333334
35.3125,-6.75,35.48895,80.63575,0.08333334
35.375,-6.75,35.43047,80.70481,0.08333334
35.4375,-6.75,35.3689,80.75945,0.08333334
35.5,-6.75,35.30236,80.79764,0.08333334
35.5625,-6.75,35.24061,80.81964,0.08333334
35.625,-6.75,35.17885,80.82406,0.08333334
35.6875,-6.75,35.11531,80.79333,0.08333334
35.75,-6.75,35.06616,80.73459,0.08333334
35.8125,-6.75,35.04208,80.66999,0.08333334
35.875,-6.75,35.04153,80.59649,0.08333334
35.9375,-6.75,35.06304,80.51099,0.08333334
36,-6.75,35.11064,80.43367,0.08333334
